,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
464,ROOFTOP,"150 E 38th St, New York, NY 10016, USA",ChIJ5QFHpwZZwokRnB9Pzg0mv7A,"150 EAST 38TH STREET, Murray Hill, Manhattan, NY, USA",40.7484643,-73.97719479999999,1,10016,OK,premise
465,ROOFTOP,"138 E 30th St, New York, NY 10016, USA",ChIJIYLiQwhZwokRX8TgAF8rUqo,"138 EAST 30TH STREET, Murray Hill, Manhattan, NY, USA",40.743459,-73.981166,1,10016,OK,street_address
466,ROOFTOP,"222 E 31st St, New York, NY 10016, USA",ChIJp3qe6ghZwokRtyjdQlwYJbM,"222 EAST 31ST STREET, Murray Hill, Manhattan, NY, USA",40.7432755,-73.97861329999999,1,10016,OK,premise
467,ROOFTOP,"237 E 32nd St, New York, NY 10016, USA",ChIJfyyZrghZwokRvbpQr7iOKeA,"237 EAST 32ND STREET, Murray Hill, Manhattan, NY, USA",40.744041,-73.97751699999999,1,10016,OK,street_address
468,ROOFTOP,"205 E 31st St, New York, NY 10016, USA",ChIJW328lghZwokR8R7cAZ6vvVI,"205 EAST 31ST STREET, Murray Hill, Manhattan, NY, USA",40.743755,-73.97889099999999,1,10016,OK,street_address
469,ROOFTOP,"141 E 36th St, New York, NY 10016, USA",ChIJTT0fjgZZwokRidcWhe-ORpM,"141 EAST 36TH STREET, Murray Hill, Manhattan, NY, USA",40.7476115,-73.97815299999999,1,10016,OK,premise
470,ROOFTOP,"143 E 36th St, New York, NY 10016, USA",ChIJrdUujgZZwokRqFmRwH-0ggU,"143 EAST 36TH STREET, Murray Hill, Manhattan, NY, USA",40.7475824,-73.97808409999999,1,10016,OK,premise
471,ROOFTOP,"123 E 39th St, New York, NY 10016, USA",ChIJo6S8TwFZwokRnyind2zvGUw,"123 EAST 39TH STREET, Murray Hill, Manhattan, NY, USA",40.74988870000001,-73.9777802,1,10016,OK,premise
472,ROOFTOP,"344 Lexington Ave, New York, NY 10016, USA",ChIJXbdeVwFZwokRiMJY7gaLwRI,"344 LEXINGTON AVENUE, Murray Hill, Manhattan, NY, USA",40.74997159999999,-73.97741289999999,1,10016,OK,premise
473,ROOFTOP,"519 2nd Ave, New York, NY 10016, USA",ChIJNVWjIglZwokRfPxVyzuBo0Y,"519 SECOND AVENUE, Murray Hill, Manhattan, NY, USA",40.7416716,-73.9785298,1,10016,OK,premise
474,ROOFTOP,"254 E 33rd St, New York, NY 10016, USA",ChIJufafVg9ZwokRODCfgyPvZiw,"254 EAST 33RD STREET, Murray Hill, Manhattan, NY, USA",40.7441105,-73.97675459999999,1,10016,OK,premise
475,ROOFTOP,"118 Madison Ave, New York, NY 10016, USA",ChIJdevSe6hZwokRC8PK8htNqUw,"118 MADISON AVENUE, Murray Hill, Manhattan, NY, USA",40.7454428,-73.9849611,1,10016,OK,premise
476,ROOFTOP,"157 Lexington Ave, New York, NY 10016, USA",ChIJxVBqQAhZwokRodG5PtkGITM,"157 LEXINGTON AVENUE, Murray Hill, Manhattan, NY, USA",40.7436997,-73.9816463,1,10016,OK,street_address
477,ROOFTOP,"164 Lexington Ave, New York, NY 10016, USA",ChIJ67JGEwhZwokRn9J9XpJSB0I,"164 LEXINGTON AVENUE, Murray Hill, Manhattan, NY, USA",40.7441693,-73.9816428,1,10016,OK,premise
478,ROOFTOP,"169 Lexington Ave, New York, NY 10016, USA",ChIJbZrDbghZwokR9AHrY9Rwvpo,"169 LEXINGTON AVE, Murray Hill, Manhattan, NY, USA",40.7440878,-73.9810701,1,10016,OK,premise
479,ROOFTOP,"165 Lexington Ave, New York, NY 10016, USA",ChIJjVaNZghZwokRg2kNX0rYD6o,"165 LEXINGTON AVENUE, Murray Hill, Manhattan, NY, USA",40.7439156,-73.9810127,1,10016,OK,premise
480,ROOFTOP,"550 Third Ave, New York, NY 10016, USA",ChIJifPAggZZwokRv0c532PGOyg,"550 3 AVENUE, Murray Hill, Manhattan, NY, USA",40.7474345,-73.9772461,1,10016,OK,premise
481,ROOFTOP,"125 E 39th St, New York, NY 10016, USA",ChIJB_itUQFZwokRyUSi4frmKKE,"125 EAST 39TH STREET, Murray Hill, Manhattan, NY, USA",40.7498869,-73.97769989999999,1,10016,OK,premise
482,ROOFTOP,"167 Lexington Ave, New York, NY 10016, USA",ChIJjVaNZghZwokRF856lq3JxIw,"167 LEXINGTON AVENUE, Murray Hill, Manhattan, NY, USA",40.7439993,-73.9810586,1,10016,OK,premise
483,ROOFTOP,"237 E 31st St, New York, NY 10016, USA",ChIJh6dIuAhZwokRZJ4va7ZUqY0,"237 EAST 31ST STREET, Murray Hill, Manhattan, NY, USA",40.74339579999999,-73.9779705,1,10016,OK,premise
484,ROOFTOP,"112 E 40th St, New York, NY 10016, USA",ChIJTRVMWwFZwokRWCcWfBSYu8M,"112 EAST 40TH STREET, Murray Hill, Manhattan, NY, USA",40.7503037,-73.97784910000001,1,10016,OK,premise
485,ROOFTOP,"53 Wooster St, New York, NY 10013, USA",ChIJS_eejotZwokRgZAXoRXxAx0,"53 WOOSTER STREET, Soho, Manhattan, NY, USA",40.7228698,-74.0024885,1,10013,OK,street_address
486,ROOFTOP,"30 Sullivan St, New York, NY 10012, USA",ChIJiU6_9YxZwokRhUJB-kmVxH4,"30 SULLIVAN STREET, Soho, Manhattan, NY, USA",40.7249141,-74.00391189999999,1,10012,OK,street_address
487,ROOFTOP,"191 Spring St, New York, NY 10012, USA",ChIJ6Vc4UIxZwokRdBgBJ2fA7uU,"191 SPRING STREET, Soho, Manhattan, NY, USA",40.72529189999999,-74.0029167,1,10012,OK,premise
488,ROOFTOP,"15 Vandam St, New York, NY 10013, USA",ChIJeUzGGo1ZwokRWdGegQT2Avs,"15 VANDAM STREET, Soho, Manhattan, NY, USA",40.7265315,-74.0043743,1,10013,OK,premise
489,ROOFTOP,"574 Broome St, New York, NY 10013, USA",ChIJuQ3LTfNZwokR6F0vP7SyRGc,"574 BROOME STREET, Soho, Manhattan, NY, USA",40.7246301,-74.0067615,1,10013,OK,premise
490,ROOFTOP,"35 Crosby St, New York, NY 10013, USA",ChIJ3Qy9colZwokRYo-XYaNgW8Q,"35 CROSBY STREET, Soho, Manhattan, NY, USA",40.7208597,-73.99923260000001,1,10013,OK,premise
491,ROOFTOP,"212 Lafayette St, New York, NY 10012, USA",ChIJNan6JolZwokRJjv4JWBBPlc,"212 LAFAYETTE STREET, Soho, Manhattan, NY, USA",40.7218433,-73.9979534,1,10012,OK,premise
492,ROOFTOP,"489 Broadway, New York, NY 10012, USA",ChIJ1ZB7W4lZwokRvcAtxGK8FJY,"489 BROADWAY, Soho, Manhattan, NY, USA",40.722036,-73.99994989999999,1,10012,OK,street_address
493,ROOFTOP,"26 Vandam St, New York, NY 10013, USA",ChIJUxXMH41ZwokRfw0qNAaT2CM,"26 VANDAM STREET, Soho, Manhattan, NY, USA",40.7261397,-74.0048793,1,10013,OK,premise
494,ROOFTOP,"145 Spring St, New York, NY 10012, USA",ChIJuTv1IoxZwokRsZ1JojCHloE,"145 SPRING STREET, Soho, Manhattan, NY, USA",40.724391,-74.0012114,1,10012,OK,premise
495,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 7F, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
496,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 3E, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
497,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 3D, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
498,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 14E, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
499,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 6F, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
500,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 8D, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
501,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 15E, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
502,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, PHA, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
503,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 17C, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
504,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 10C, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
505,ROOFTOP,"70 Charlton St, New York, NY 10014, USA",ChIJsTtdv_JZwokRjnINzot8oz8,"70 CHARLTON STREET, 12E, Soho, Manhattan, NY, USA",40.7270915,-74.0063323,1,10014,OK,"establishment,point_of_interest"
506,ROOFTOP,"40 Renwick St, New York, NY 10013, USA",ChIJSblIFPNZwokRMaMekdmU3OU,"40 RENWICK STREET, 3, Soho, Manhattan, NY, USA",40.7255361,-74.0082254,1,10013,OK,"establishment,point_of_interest"
507,ROOFTOP,"57 Grand St, New York, NY 10013, USA",ChIJ-3-iCotZwokRR-cxwoh4CMM,"57 GRAND STREET, Soho, Manhattan, NY, USA",40.7221345,-74.0035939,1,10013,OK,premise
508,ROOFTOP,"90 Beekman St, New York, NY 10038, USA",ChIJw3jXJyNawokR3AMLXyazZNs,"138 BEEKMAN STREET, Southbridge, Manhattan, NY, USA",40.7092476,-74.0033172,1,10038,OK,"establishment,point_of_interest"
509,ROOFTOP,"150 Reade St, New York, NY 10013, USA",ChIJD5139x5awokRt9JJvKNc-p8,"150 READE STREET, Tribeca, Manhattan, NY, USA",40.7167854,-74.010258,1,10013,OK,street_address
510,ROOFTOP,"39 Harrison St, New York, NY 10013, USA",ChIJWYTqFR5awokRvmXS78VbBlA,"39 HARRISON STREET, Tribeca, Manhattan, NY, USA",40.718539,-74.011006,1,10013,OK,street_address
511,ROOFTOP,"232 W Broadway, New York, NY 10013, USA",ChIJY9hgsopZwokRnnKCqexk6Ac,"232 WEST BROADWAY, Tribeca, Manhattan, NY, USA",40.7195821,-74.00628809999999,1,10013,OK,street_address
512,ROOFTOP,"431 Washington St, New York, NY 10013, USA",ChIJw3ZWXfRZwokRPtuq6cvRpvQ,"431 WASHINGTON STREET, Tribeca, Manhattan, NY, USA",40.7231114,-74.01014719999999,1,10013,OK,premise
513,ROOFTOP,"75 Warren St, New York, NY 10007, USA",ChIJgaC_zx5awokRy0CVnzfLNpk,"75 WARREN STREET, XX, Tribeca, Manhattan, NY, USA",40.7150196,-74.01030229999999,1,10007,OK,premise
514,ROOFTOP,"162 Chambers St, New York, NY 10007, USA",ChIJ5dSX6R5awokREoA6yvxfuac,"162 CHAMBERS STREET, Tribeca, Manhattan, NY, USA",40.7158496,-74.01048,1,10007,OK,premise
515,ROOFTOP,"41 Harrison St, New York, NY 10013, USA",ChIJl-eiFR5awokR9chfKhwpqGA,"41 HARRISON STREET, Tribeca, Manhattan, NY, USA",40.718489,-74.01101700000001,1,10013,OK,street_address
516,ROOFTOP,"325 Greenwich St, New York, NY 10013, USA",ChIJl2IrWx5awokRvwM7xQ1EhTM,"325 GREENWICH STREET, Tribeca, Manhattan, NY, USA",40.717558,-74.01040019999999,1,10013,OK,street_address
517,ROOFTOP,"186 Franklin St, New York, NY 10013, USA",ChIJ92uegfVZwokRq1MoyTovTlk,"186 FRANKLIN STREET, Tribeca, Manhattan, NY, USA",40.71959469999999,-74.0096154,1,10013,OK,premise
518,ROOFTOP,"34 Desbrosses St, New York, NY 10013, USA",ChIJL2-McvRZwokRsQSGRAe_mWs,"34 DESBROSSES STREET, Tribeca, Manhattan, NY, USA",40.7239312,-74.0106866,1,10013,OK,premise
519,ROOFTOP,"433 Washington St, New York, NY 10013, USA",ChIJoZfjZ_RZwokRTlfxS875g94,"433 WASHINGTON STREET, Tribeca, Manhattan, NY, USA",40.72318060000001,-74.01015869999999,1,10013,OK,premise
520,ROOFTOP,"44 Hudson St, New York, NY 10013, USA",ChIJmYO1pR9awokRNj7L3xegrug,"44 HUDSON STREET, Tribeca, Manhattan, NY, USA",40.7172692,-74.0087424,1,10013,OK,premise
521,ROOFTOP,"11 Hubert St, New York, NY 10013, USA",ChIJlUzVqfVZwokRsIuBPahBsgw,"11 HUBERT STREET, Tribeca, Manhattan, NY, USA",40.72120839999999,-74.0093693,1,10013,OK,street_address
522,ROOFTOP,"47 E 63rd St, New York, NY 10065, USA",ChIJ8yozVu5YwokRerEKIg4tYyQ,"47 EAST 63RD STREET, Upper East Side (59-79), Manhattan, NY, USA",40.76583,-73.968368,2,10065,OK,street_address
523,ROOFTOP,"46 E 66th St, New York, NY 10065, USA",ChIJ8VvKg-5YwokRrGaDaoPoRLg,"46 EAST 66TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.767617,-73.9678395,2,10065,OK,premise
524,ROOFTOP,"49 E 68th St, New York, NY 10065, USA",ChIJP4D-buxYwokR9pffIiJclrY,"49 EAST 68TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7689719,-73.9661375,2,10065,OK,premise
525,ROOFTOP,"160 E 61st St, New York, NY 10065, USA",ChIJDYgZXO9YwokRDmv_mLDKLo4,"160 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7630036,-73.9665998,2,10065,OK,premise
526,ROOFTOP,"101 E 63rd St, New York, NY 10065, USA",ChIJ-afS4-5YwokRgTgEj_Wy6iM,"101 EAST 63RD STREET, Upper East Side (59-79), Manhattan, NY, USA",40.765366,-73.967254,1,10065,OK,"establishment,museum,point_of_interest"
527,ROOFTOP,"174 E 64th St, New York, NY 10065, USA",ChIJ1Q5C1ehYwokRGZAarJoMtQU,"174 EAST 64 ST, Upper East Side (59-79), Manhattan, NY, USA",40.7649102,-73.96526589999999,2,10065,OK,premise
528,ROOFTOP,"140 E 65th St, New York, NY 10065, USA",ChIJrQPkMelYwokRNuhAQ8_bxUk,"140 EAST 65TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.765518,-73.964936,2,10065,OK,street_address
529,ROOFTOP,"172 E 71st St, New York, NY 10021, USA",ChIJVec_V-pYwokR31GwuUCSwb0,"172 EAST 71ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7691364,-73.9618095,2,10021,OK,premise
530,ROOFTOP,"160 E 71st St, New York, NY 10021, USA",ChIJ2a7UVepYwokRnSMjWnXlXD8,"160 EAST 71ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.769272,-73.962085,2,10021,OK,premise
531,ROOFTOP,"134 E 74th St, New York, NY 10021, USA",ChIJ3Tec0upYwokRC2mfA4Dl1C4,"134 EAST 74TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.77183369999999,-73.961721,2,10021,OK,street_address
532,ROOFTOP,"154 E 74th St, New York, NY 10021, USA",ChIJ1aHitepYwokRmm4K8RkyyjM,"154 EAST 74TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7714156,-73.960906,2,10021,OK,premise
533,ROOFTOP,"106 E 78th St, New York, NY 10075, USA",ChIJR2bgm5VYwokRPbP29ISOHo4,"106 EAST 78TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7746334,-73.9605124,2,10075,OK,street_address
534,ROOFTOP,"215 E 61st St, New York, NY 10065, USA",ChIJp9APpOhYwokRgeQLkbC5-FQ,"215 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7626133,-73.96479289999999,2,10065,OK,premise
535,ROOFTOP,"246 E 62nd St, New York, NY 10065, USA",ChIJm5VOmehYwokRh9ZjaPn--X4,"246 EAST 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7625605,-73.9635988,2,10065,OK,premise
536,ROOFTOP,"253 E 61st St, New York, NY 10065, USA",ChIJf_VqIOZYwokRIfgLmDAMbvc,"253 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7621835,-73.9638057,2,10065,OK,premise
537,ROOFTOP,"216 E 72nd St, New York, NY 10021, USA",ChIJ8-gqfupYwokRz7JFc8aYyss,"216 EAST 72ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7692154,-73.95998519999999,2,10021,OK,premise
538,ROOFTOP,"358 E 69th St, New York, NY 10021, USA",ChIJU40dGcJYwokRVYsJ9tKZhCs,"358 EAST 69TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.765983,-73.95821099999999,2,10021,OK,street_address
539,ROOFTOP,"26 E 78th St, New York, NY 10075, USA",ChIJ_3t5SJRYwokR-LVoVSRGiKk,"26 EAST 78TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.775664,-73.96311,2,10075,OK,premise
540,ROOFTOP,"182 E 75th St, New York, NY 10021, USA",ChIJT3D4UZVYwokRdGnspVVWst8,"182 EAST 75TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7719044,-73.9602057,2,10021,OK,premise
541,ROOFTOP,"1129 Lexington Ave, New York, NY 10075, USA",ChIJBX1wL75YwokR7CKjiB2_qMc,"1129 LEXINGTON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7744784,-73.9589774,2,10075,OK,premise
542,ROOFTOP,"218 E 61st St, New York, NY 10065, USA",ChIJL602AuZYwokR_xiKtjB6thg,"218 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7623185,-73.96494179999999,2,10065,OK,premise
543,ROOFTOP,"237 E 61st St, New York, NY 10065, USA",ChIJp9APpOhYwokRfo8Rn99Zo7k,"237 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7623934,-73.964196,2,10065,OK,premise
544,ROOFTOP,"43 E 63rd St, New York, NY 10065, USA",ChIJ4TapV-5YwokRNCRqH2LlbTg,"43 EAST 63RD STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7658819,-73.96849019999999,2,10065,OK,premise
545,APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"43 EAST 67TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
546,ROOFTOP,"34 E 70th St #36, New York, NY 10021, USA",ChIJ8XBuh-xYwokRyYRRxDa_KfA,"34-36 EAST 70TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7700124,-73.9658774,1,10021,OK,subpremise
547,ROOFTOP,"68 E 79th St, New York, NY 10075, USA",ChIJ2dBNwZVYwokR6ARXWpPCJcE,"68 EAST 79TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7757373,-73.96131919999999,2,10075,OK,premise
548,ROOFTOP,"1403 2nd Ave, New York, NY 10021, USA",ChIJ69uiOMBYwokRyO5SG614jn0,"1403 SECOND AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.769707,-73.95804749999999,1,10021,OK,premise
549,ROOFTOP,"240 E 75th St, New York, NY 10021, USA",ChIJddPVc8BYwokR1uDAu3O7smw,"240 EAST 75TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7709347,-73.9575923,2,10021,OK,street_address
550,ROOFTOP,"251 E 77th St, New York, NY 10075, USA",ChIJF2MiC79YwokRWoXD-F3hc_M,"251 EAST 77TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7723271,-73.9563951,2,10075,OK,premise
551,ROOFTOP,"348 E 62nd St, New York, NY 10065, USA",ChIJqTfg2-dYwokRadwqBd7B1fY,"348 EAST 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7616258,-73.9614057,2,10065,OK,premise
552,ROOFTOP,"346 E 62nd St, New York, NY 10065, USA",ChIJ08p-2edYwokRKmAt1PStdRE,"346 EAST 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.76170949999999,-73.9614516,2,10065,OK,premise
553,ROOFTOP,"344 E 62nd St, New York, NY 10065, USA",ChIJWx6S2edYwokRHhbk0yRE_mU,"344 EAST 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7617612,-73.9615434,2,10065,OK,premise
554,ROOFTOP,"1306 2nd Ave, New York, NY 10065, USA",ChIJpVrDBMJYwokRwrL71V01zI0,"1306 2ND AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7665523,-73.9597089,3,10065,OK,premise
555,ROOFTOP,"318 E 77th St, New York, NY 10075, USA",ChIJL0GfaL9YwokRuGpZhjk8ef0,"318 EAST 77TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7715514,-73.9553497,2,10075,OK,premise
556,ROOFTOP,"316 E 77th St, New York, NY 10075, USA",ChIJuQ6uaL9YwokRSNrOW5OHWY4,"316 EAST 77TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7715724,-73.9554301,2,10075,OK,premise
557,ROOFTOP,"337 E 77th St, New York, NY 10075, USA",ChIJVw2rRb9YwokRxnM3Eb_ee9k,"337 EAST 77TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7716115,-73.9545256,2,10075,OK,premise
558,ROOFTOP,"15 E 63rd St, New York, NY 10065, USA",ChIJjz4sOe5YwokRVxbJeAR1T1g,"15 EAST 63RD STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7665098,-73.969994,2,10065,OK,premise
559,ROOFTOP,"46 E 65th St, New York, NY 10065, USA",ChIJTwxjie5YwokRkKx9gSFvztM,"46 EAST 65TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7668555,-73.9680072,2,10065,OK,premise
560,ROOFTOP,"184E E 64th St, New York, NY 10065, USA",ChIJldYW0ehYwokRUNzC50QkIx8,"184 EAST 64TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7644679,-73.9648789,1,10065,OK,"establishment,parking,point_of_interest"
561,ROOFTOP,"227 E 67th St, New York, NY 10065, USA",ChIJ56VJkulYwokRqgUZ09WGde0,"227 EAST 67TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7660791,-73.9612274,2,10065,OK,premise
562,ROOFTOP,"227 E 67th St, New York, NY 10065, USA",ChIJ56VJkulYwokRqgUZ09WGde0,"227 EAST 67TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7660791,-73.9612274,2,10065,OK,premise
563,ROOFTOP,"260 E 72nd St, New York, NY 10021, USA",ChIJtQ810sFYwokRm6Ske69oyVw,"260 EAST 72ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7687739,-73.9587765,2,10021,OK,street_address
564,ROOFTOP,"244 E 75th St, New York, NY 10021, USA",ChIJNUIAccBYwokRnlzImIcFaHM,"244 EAST 75TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.77077,-73.957481,2,10021,OK,street_address
565,ROOFTOP,"266 E 78th St #268, New York, NY 10075, USA",ChIJZw9gDr9YwokRqt_rw2UamYg,"266-268 EAST 78TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7726251,-73.9560245,1,10075,OK,subpremise
566,ROOFTOP,"313 E 61st St, New York, NY 10065, USA",ChIJsQfILOZYwokR_tz-xn50uMg,"313 EAST 61ST STREET, Upper East Side (59-79), Manhattan, NY, USA",40.761664,-73.9625069,2,10065,OK,premise
567,ROOFTOP,"341 E 62nd St, New York, NY 10065, USA",ChIJFbxzdehYwokRNlrUnmwmwNw,"341 EAST 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7620811,-73.9613996,2,10065,OK,premise
568,ROOFTOP,"715 Madison Ave, New York, NY 10065, USA",ChIJcyIVRe5YwokRpUd_lgbi6KA,"715 MADISON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7662065,-73.9692134,2,10065,OK,premise
569,ROOFTOP,"799 Lexington Ave, New York, NY 10065, USA",ChIJ9cdxQO9YwokRLt3zb6FFW9M,"799 LEXINGTON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7638853,-73.96673369999999,2,10065,OK,premise
570,ROOFTOP,"145 E 62nd St #147, New York, NY 10065, USA",ChIJA8eEOe9YwokRN99nYUVYf6I,"145-147 E 62ND STREET, Upper East Side (59-79), Manhattan, NY, USA",40.7641105,-73.966268,1,10065,OK,subpremise
571,ROOFTOP,"833 Lexington Ave, New York, NY 10065, USA",ChIJXbvPKe9YwokRroLArCwh2LY,"833 LEXINGTON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7649689,-73.9658839,1,10065,OK,"bar,establishment,food,point_of_interest,restaurant"
572,ROOFTOP,"866 Lexington Ave, New York, NY 10065, USA",ChIJG-fjy-5YwokRE8cF8IlzhAo,"866 LEXINGTON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7659744,-73.96571589999999,1,10065,OK,premise
573,ROOFTOP,"231 E 60th St, New York, NY 10022, USA",ChIJ4-JIBeZYwokRjFIrS8gkQt8,"231 EAST 60TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.76182,-73.9646719,2,10022,OK,street_address
574,ROOFTOP,"1308 2nd Ave, New York, NY 10065, USA",ChIJMQQsAOpYwokRGXge7gV2Osk,"1308 SECOND AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7666229,-73.95966299999999,1,10065,OK,premise
575,ROOFTOP,"1352 1st Avenue, New York, NY 10021, USA",ChIJS51rGcFYwokRvLWCVsKQccQ,"1352 FIRST AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7679707,-73.9554388,3,10021,OK,street_address
576,ROOFTOP,"794 Lexington Ave, New York, NY 10065, USA",ChIJCbK8bO9YwokRqKOp28Xhovc,"794 LEXINGTON AVENUE, Upper East Side (59-79), Manhattan, NY, USA",40.7639118,-73.9672752,2,10065,OK,premise
577,ROOFTOP,"229 E 60th St, New York, NY 10022, USA",ChIJ2W0VBeZYwokRsBa9fFudakU,"229 EAST 60TH STREET, Upper East Side (59-79), Manhattan, NY, USA",40.761848,-73.964733,2,10022,OK,street_address
578,ROOFTOP,"51 E 80th St, New York, NY 10075, USA",ChIJ8-tVC5ZYwokRx9hgzob6A3A,"51 EAST 80TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.77696299999999,-73.960945,2,10075,OK,street_address
579,ROOFTOP,"60 E 83rd St, New York, NY 10028, USA",ChIJ-b4aKJZYwokRumpgHkPbBFI,"60 EAST 83RD STREET, Upper East Side (79-96), Manhattan, NY, USA",40.778352,-73.959535,2,10028,OK,street_address
580,ROOFTOP,"17 E 83rd St, New York, NY 10028, USA",ChIJ-ccZypdYwokR19VJWWtEUzI,"17 EAST 83RD ST, Upper East Side (79-96), Manhattan, NY, USA",40.7793589,-73.96074519999999,2,10028,OK,premise
581,ROOFTOP,"9 E 84th St, New York, NY 10028, USA",ChIJiR6Zw5dYwokRETGRExlF3v8,"9 EAST 84TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7800767,-73.9604353,2,10028,OK,premise
