,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
582,ROOFTOP,"14 E 93rd St, New York, NY 10128, USA",ChIJ9QdM0qNYwokRdSeD8b8afSc,"14 EAST 93RD STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7853985,-73.9562911,2,10128,OK,premise
583,ROOFTOP,"134 E 80th St, New York, NY 10075, USA",ChIJ-QmWHb5YwokREI35WgYEfdY,"134 EAST 80TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.775642,-73.9588855,2,10075,OK,premise
584,ROOFTOP,"134 E 92nd St, New York, NY 10128, USA",ChIJ9c5UeaRYwokRfBDmfKOjE-Q,"134 EAST 92ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.783282,-73.95326399999999,2,10128,OK,street_address
585,ROOFTOP,"128 E 92nd St, New York, NY 10128, USA",ChIJ6VkieaRYwokRO1auKss0kT4,"128 EAST 92ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7833671,-73.9533981,2,10128,OK,premise
586,ROOFTOP,"143 E 95th St, New York, NY 10128, USA",ChIJ1RtMmaZYwokRht6QImS27Tg,"143 EAST 95TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.785436,-73.9515384,2,10128,OK,premise
587,ROOFTOP,"307 E 87th St, New York, NY 10128, USA",ChIJq4xn4rpYwokRuZy7h9Zxo4w,"307 EAST 87TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7784556,-73.950597,2,10128,OK,premise
588,ROOFTOP,"154 East End Ave, New York, NY 10028, USA",ChIJeyjVIbFYwokRYq5qEjZgeVk,"154 EAST END AVE, Upper East Side (79-96), Manhattan, NY, USA",40.77556000000001,-73.94461299999999,2,10028,OK,street_address
589,ROOFTOP,"524 E 89th St, New York, NY 10128, USA",ChIJxVncrLFYwokRn3xMZwFeSi8,"524 EAST 89TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7772586,-73.9447278,2,10128,OK,premise
590,ROOFTOP,"15 E 92nd St, New York, NY 10128, USA",ChIJB60lM6JYwokRpWy8wsfsTmU,"15 EAST 92ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7851164,-73.95661249999999,2,10128,OK,premise
591,ROOFTOP,"164 E 81st St, New York, NY 10028, USA",ChIJAdTKe75YwokRSCN75fMxr6o,"164 EAST 81ST STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7757345,-73.9570947,2,10028,OK,premise
592,ROOFTOP,"121 E 91st St, New York, NY 10128, USA",ChIJFdjGgaNYwokR7ux6tClUbq8,"121 EAST 91ST STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7831238,-73.9538573,2,10128,OK,premise
593,ROOFTOP,"133 E 94th St, New York, NY 10128, USA",ChIJ4_bnGKRYwokRhWVZa1AF4yE,"133 EAST 94TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7849074,-73.9522961,2,10128,OK,premise
594,ROOFTOP,"54 E 80th St, New York, NY 10075, USA",ChIJ3TC_35VYwokRIrox2C9D6sk,"54 EAST 80TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7765693,-73.9610667,2,10075,OK,premise
595,ROOFTOP,"10 E 92nd St, New York, NY 10128, USA",ChIJP0IAN6JYwokRVMJBAOBSo1E,"10 EAST 92, Upper East Side (79-96), Manhattan, NY, USA",40.7849375,-73.9571176,2,10128,OK,premise
596,ROOFTOP,"168 E 93rd St, New York, NY 10128, USA",ChIJx2leQ6RYwokR3Gr55umnCBc,"168 EAST 93RD STREET, Upper East Side (79-96), Manhattan, NY, USA",40.783451,-73.951797,2,10128,OK,street_address
597,ROOFTOP,"1064 Madison Ave, New York, NY 10028, USA",ChIJ8aQDcJZYwokRyPVIfqjkazY,"1064 MADISON AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.777365,-73.9616659,1,10028,OK,"cafe,establishment,food,point_of_interest,restaurant"
598,ROOFTOP,"176 E 85th St, New York, NY 10028, USA",ChIJpW_OX7xYwokRZ3nhdoNbZ7M,"176 EAST 85TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.77816929999999,-73.9551397,2,10028,OK,street_address
599,ROOFTOP,"160 E 85th St, New York, NY 10028, USA",ChIJSfWiWLxYwokRC2CaI5LDpzk,"160 EAST 85TH STREET, 1B, Upper East Side (79-96), Manhattan, NY, USA",40.778329,-73.955539,3,10028,OK,street_address
600,ROOFTOP,"1583 2nd Ave, New York, NY 10028, USA",ChIJ4S8Aq75YwokRHeEdi14SP9E,"1583 2 AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7754764,-73.9537885,2,10028,OK,premise
601,ROOFTOP,"331 E 82nd St, New York, NY 10028, USA",ChIJJSgbXblYwokRA_7tY0YP7R8,"331 EAST 82ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7749169,-73.9522961,2,10028,OK,premise
602,ROOFTOP,"1641 1st Avenue, New York, NY 10028, USA",ChIJ-6-cSLpYwokRFrs6t078zn0,"1641 FIRST AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.776498,-73.9499197,3,10028,OK,premise
603,ROOFTOP,"306 East 86th St, New York, NY 10028, USA",ChIJWYH_pbtYwokR2tXi3Wei8xA,"306 EAST 86TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7774512,-73.95140060000001,2,10028,OK,premise
604,ROOFTOP,"314 E 91st St, New York, NY 10128, USA",ChIJ0Ud3RaVYwokRDB0jUEHtm_s,"314 EAST 91ST STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7804922,-73.9486453,2,10128,OK,premise
605,ROOFTOP,"312 E 91st St, New York, NY 10128, USA",ChIJ9d2XRaVYwokRc0SgV7mKzHY,"312 EAST 91ST STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7806032,-73.9486798,2,10128,OK,premise
606,ROOFTOP,"345 E 92nd St, New York, NY 10128, USA",ChIJ5Wt0kq9YwokRZbSJ_I1gOJ8,"345 EAST 92ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7811263,-73.9469348,2,10128,OK,premise
607,ROOFTOP,"319 E 93rd St, New York, NY 10128, USA",ChIJf-Y6gq9YwokR9qSJsp7Esv8,"319 EAST 93RD STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7820272,-73.9473021,2,10128,OK,premise
608,ROOFTOP,"1520 1st Avenue, New York, NY 10075, USA",ChIJbYrt3bhYwokRm_YT_qMx7S0,"1520 FIRST AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7725889,-73.9522209,1,10075,OK,premise
609,ROOFTOP,"1597 York Ave, New York, NY 10028, USA",ChIJoQM7ArpYwokRLs5J3dt77bE,"1597 YORK AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7749268,-73.9481632,3,10028,OK,premise
610,ROOFTOP,"434 E 89th St, New York, NY 10128, USA",ChIJB-qgbrBYwokR4DvY94ALqEM,"434 EAST 89TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.778022,-73.9467109,2,10128,OK,street_address
611,ROOFTOP,"9 E 82nd St, New York, NY 10028, USA",ChIJC4MXSZZYwokR92j0EIVf8Oo,"9 EAST 82ND STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7787604,-73.9612159,2,10028,OK,premise
612,ROOFTOP,"103 East 86th St, New York, NY 10028, USA",ChIJpceF2LxYwokREi52LKzVj7Y,"103 EAST 86TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7801538,-73.95684050000001,2,10028,OK,street_address
613,ROOFTOP,"16O E 89th St, New York, NY 10128, USA",ChIJv46QqaRYwokRRX6TX1QQJ2w,"16O EAST 89TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7808926,-73.95348249999999,2,10128,OK,street_address
614,ROOFTOP,"417 E 83rd St, New York, NY 10028, USA",ChIJB3L_hblYwokRCLl8jUOTpYo,"417 EAST 83RD STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7747686,-73.9499656,2,10028,OK,premise
615,ROOFTOP,"1043 Madison Ave, New York, NY 10075, USA",ChIJ6yU02JVYwokRTFHbz_QOhjE,"1043 MADISON AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.77660909999999,-73.96161769999999,2,10075,OK,premise
616,ROOFTOP,"129 E 80th St, New York, NY 10075, USA",ChIJmV0wD75YwokRhw3jPuHmzGM,"129 EAST 80TH STREET, Upper East Side (79-96), Manhattan, NY, USA",40.7758884,-73.9587063,2,10075,OK,street_address
617,ROOFTOP,"315 W 70th St D, New York, NY 10023, USA",ChIJeZsodWFYwokRnXFQFAmIOMs,"1469 THIRD AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.779036,-73.98611,2,10023,OK,"establishment,health,pharmacy,point_of_interest,store"
618,ROOFTOP,"315 W 70th St D, New York, NY 10023, USA",ChIJeZsodWFYwokRnXFQFAmIOMs,"1467 THIRD AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.779036,-73.98611,2,10023,OK,"establishment,health,pharmacy,point_of_interest,store"
619,ROOFTOP,"315 W 70th St D, New York, NY 10023, USA",ChIJeZsodWFYwokRnXFQFAmIOMs,"1463 THIRD AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.779036,-73.98611,2,10023,OK,"establishment,health,pharmacy,point_of_interest,store"
620,ROOFTOP,"315 W 70th St D, New York, NY 10023, USA",ChIJeZsodWFYwokRnXFQFAmIOMs,"1461 THIRD AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.779036,-73.98611,2,10023,OK,"establishment,health,pharmacy,point_of_interest,store"
621,ROOFTOP,"1465 Third Ave, New York, NY 10028, USA",ChIJBSbgPLxYwokRHplw5Yl4JPo,"1465 THIRD AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7765679,-73.9552923,1,10028,OK,premise
622,ROOFTOP,"1609 2nd Ave, New York, NY 10028, USA",ChIJRVjX8LtYwokR6qcoyMdXhjg,"1609 2 AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7763126,-73.95322589999999,2,10028,OK,premise
623,ROOFTOP,"1639 1st Avenue, New York, NY 10028, USA",ChIJnz9kSLpYwokRHuwOCqO23cw,"1639 FIRST AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7764724,-73.9500115,2,10028,OK,premise
624,ROOFTOP,"1670 1st Avenue, New York, NY 10128, USA",ChIJVZukiLpYwokR2vWp-5PPFuo,"1670 1ST AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.77760689999999,-73.9484961,3,10128,OK,premise
625,ROOFTOP,"1622 York Ave, New York, NY 10028, USA",ChIJxZjkpLBYwokRu2nZifrJBmg,"1622 YORK AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.7754991,-73.94712849999999,3,10028,OK,premise
626,ROOFTOP,"1295 Madison Ave, New York, NY 10128, USA",ChIJTakbxqNYwokR4BY1OCpMYWU,"1295 MADISON AVENUE, Upper East Side (79-96), Manhattan, NY, USA",40.78482940000001,-73.9557445,1,10128,OK,"establishment,food,point_of_interest,restaurant"
627,ROOFTOP,"24 W 71st St, New York, NY 10023, USA",ChIJh4IEZYtYwokRObQWtO9TdbQ,"24 WEST 71ST STREET, Upper West Side (59-79), Manhattan, NY, USA",40.7758564,-73.97769989999999,2,10023,OK,premise
628,ROOFTOP,"18 W 75th St, New York, NY 10023, USA",ChIJz6WtGIxYwokRmhPx2lZzP6E,"18 WEST 75TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.778458,-73.97571409999999,2,10023,OK,premise
629,ROOFTOP,"15 W 76th St, New York, NY 10024, USA",ChIJ48qukY5YwokR7iKCtQ1ylFI,"15 WEST 76TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.7794516,-73.9750006,2,10024,OK,premise
630,ROOFTOP,"117 W 78th St, New York, NY 10024, USA",ChIJe2-ILo9YwokRhkRFMvPgP2c,"117 WEST 78TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.781823,-73.976709,1,10024,OK,street_address
631,ROOFTOP,"129 W 78th St, New York, NY 10024, USA",ChIJpyRrLY9YwokRJ0ewZs1q-yY,"129 WEST 78TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.781955,-73.97702,1,10024,OK,street_address
632,ROOFTOP,"52 W 75th St, New York, NY 10023, USA",ChIJnaf6AYxYwokR8YFP0Ti7Myo,"52 WEST 75TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.778873,-73.976801,2,10023,OK,street_address
633,ROOFTOP,"304 Columbus Ave, New York, NY 10023, USA",ChIJW151WIlYwokRxkAuqOH---A,"304 COLUMBUS AVENUE, Upper West Side (59-79), Manhattan, NY, USA",40.779104,-73.9780213,2,10023,OK,premise
634,ROOFTOP,"228 W 72nd St, New York, NY 10023, USA",ChIJUXw24mFYwokRJOLOwPHe0fg,"228 WEST 72ND STREET, Upper West Side (59-79), Manhattan, NY, USA",40.778946,-73.98321899999999,1,10023,OK,"bar,establishment,food,liquor_store,point_of_interest,restaurant,store"
635,ROOFTOP,"256 W 75th St, New York, NY 10023, USA",ChIJf3gI2YlYwokRi01nhy7USHo,"256 WEST 75TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.7814489,-73.98278479999999,2,10023,OK,premise
636,ROOFTOP,"219 W 78th St, New York, NY 10024, USA",ChIJO3vMjIhYwokRFQcIyqmZBEE,"219 WEST 78TH STREET, Upper West Side (59-79), Manhattan, NY, USA",40.783021,-73.9795939,1,10024,OK,premise
637,ROOFTOP,"101 West End Ave, New York, NY 10023, USA",ChIJOblU_V1YwokRcpH4ztwzCM0,"101 WEST END AVENUE, Upper West Side (59-79), Manhattan, NY, USA",40.775031,-73.9886712,1,10023,OK,"establishment,point_of_interest,real_estate_agency"
638,ROOFTOP,"103 W 72nd St, New York, NY 10023, USA",ChIJ22tKuYtYwokRC44_3mf2F-E,"103 WEST 72ND STREET, Upper West Side (59-79), Manhattan, NY, USA",40.77774770000001,-73.97899699999999,2,10023,OK,premise
639,ROOFTOP,"40 Riverside Dr, New York, NY 10023, USA",ChIJQ33Nk2JYwokRW08IljKkiCM,"248 CENTRAL PARK WEST, Upper West Side (79-96), Manhattan, NY, USA",40.783191,-73.98413699999999,1,10023,OK,"establishment,point_of_interest"
640,ROOFTOP,"52 W 85th St, New York, NY 10024, USA",ChIJo9GWLoVYwokRZw13m_Hvf8c,"52 WEST 85TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7851746,-73.9716735,2,10024,OK,premise
641,ROOFTOP,"45 W 84th St, New York, NY 10024, USA",ChIJRwY7O4VYwokRJdW34J9Vy34,"45 WEST 84TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7849829,-73.9722245,2,10024,OK,premise
642,ROOFTOP,"272 W 91st St, New York, NY 10024, USA",ChIJndZKRIJYwokRqnEhFBxFfDI,"272 WEST 91ST STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7917974,-73.97518769999999,2,10024,OK,street_address
643,ROOFTOP,"313 W 80th St, New York, NY 10024, USA",ChIJaftHx4dYwokR_yJ4_eeInBQ,"313 WEST 80TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7854672,-73.9812008,1,10024,OK,premise
644,ROOFTOP,"131 W 94th St, New York, NY 10025, USA",ChIJEzJUZp1YwokRujSVMuqNS4c,"131 WEST 94TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7922252,-73.9695843,2,10025,OK,premise
645,ROOFTOP,"37 W 88th St, New York, NY 10024, USA",ChIJ5SAbZ5tYwokR32HKCWC0rc0,"37 WEST 88TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.78736079999999,-73.96961879999999,2,10024,OK,premise
646,ROOFTOP,"44 W 91st St, New York, NY 10024, USA",ChIJiQUg9ZxYwokRAY874ctsFD4,"44 WEST 91ST STREET, Upper West Side (79-96), Manhattan, NY, USA",40.788906,-73.96848229999999,2,10024,OK,premise
647,ROOFTOP,"67 W 87th St, New York, NY 10024, USA",ChIJIw3csoRYwokRx_16x-ojGn8,"67 WEST 87TH STREET, 42, Upper West Side (79-96), Manhattan, NY, USA",40.7872754,-73.97129869999999,3,10024,OK,street_address
648,ROOFTOP,"57 W 88th St, New York, NY 10024, USA",ChIJ-xRtWZtYwokR87IXTPoUOIk,"57 WEST 88TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.787645,-73.9702616,2,10024,OK,premise
649,ROOFTOP,"60 W 89th St, New York, NY 10024, USA",ChIJk_q8oJxYwokRT9KKqRU9WRE,"60 WEST 89TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.787876,-73.970069,2,10024,OK,street_address
650,ROOFTOP,"31 W 89th St, New York, NY 10024, USA",ChIJ84EZg5xYwokRs1mRlgfV1qo,"31 WEST 89TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7878528,-73.9689415,2,10024,OK,premise
651,ROOFTOP,"22 W 90th St, New York, NY 10024, USA",ChIJK7XDhZxYwokREKV3QaJF8eg,"22 WEST 90TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7881705,-73.9687349,2,10024,OK,premise
652,ROOFTOP,"49 W 94th St, New York, NY 10025, USA",ChIJPamelZ1YwokRT7GFQu86L5o,"49 WEST 94TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7911688,-73.967036,2,10025,OK,premise
653,ROOFTOP,"165 W 80th St, New York, NY 10024, USA",ChIJqVYcVY9YwokRyyk8ubCBRRs,"165 WEST 80TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.783734,-73.977001,1,10024,OK,street_address
654,ROOFTOP,"115 W 82nd St, New York, NY 10024, USA",ChIJO9wLmoVYwokRQwoG7IKgsxQ,"115 WEST 82ND STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7844388,-73.9749106,2,10024,OK,premise
655,ROOFTOP,"123 W 82nd St, New York, NY 10024, USA",ChIJMVffloVYwokRMxG8ghZSuSM,"123 WEST 82ND STREET, Upper West Side (79-96), Manhattan, NY, USA",40.784594,-73.975107,2,10024,OK,street_address
656,ROOFTOP,"155 W 83rd St, New York, NY 10024, USA",ChIJR8sRuoVYwokR4ISvp-SgfO8,"155 WEST 83RD STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7854567,-73.97522049999999,2,10024,OK,premise
657,ROOFTOP,"205 W 85th St, New York, NY 10024, USA",ChIJSXYePoRYwokRb8cWmEUPfkA,"205 WEST 85TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7874125,-73.9759551,2,10024,OK,premise
658,ROOFTOP,"210 W 88th St, New York, NY 10024, USA",ChIJW9khkINYwokRl6XGWx6cLPc,"210 WEST 88TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7891335,-73.9750368,2,10024,OK,premise
659,ROOFTOP,"588 Amsterdam Ave, New York, NY 10024, USA",ChIJiQ-ZdYNYwokRZ0yoLAakg90,"588 AMSTERDAM AVENUE, Upper West Side (79-96), Manhattan, NY, USA",40.789457,-73.97411,2,10024,OK,street_address
660,ROOFTOP,"590 Amsterdam Ave, New York, NY 10024, USA",ChIJZecRdYNYwokR8C2RATQ1RYk,"590 AMSTERDAM AVENUE, Upper West Side (79-96), Manhattan, NY, USA",40.789518,-73.97406699999999,2,10024,OK,street_address
661,ROOFTOP,"592 Amsterdam Ave, New York, NY 10024, USA",ChIJZWQmdYNYwokRcSmjYswsSXM,"592 AMSTERDAM AVENUE, Upper West Side (79-96), Manhattan, NY, USA",40.789579,-73.974023,2,10024,OK,street_address
662,ROOFTOP,"594 Amsterdam Ave, New York, NY 10024, USA",ChIJVa8uC4NYwokRhb82wGdbcCI,"594 AMSTERDAM AVENUE, Upper West Side (79-96), Manhattan, NY, USA",40.78964000000001,-73.973978,2,10024,OK,street_address
663,ROOFTOP,"2461 Broadway, New York, NY 10025, USA",ChIJHYaMWIJYwokRUEumY7Jyhf4,"2461 BROADWAY, Upper West Side (79-96), Manhattan, NY, USA",40.7916947,-73.97431399999999,3,10025,OK,street_address
664,ROOFTOP,"310 W 81st St, New York, NY 10024, USA",ChIJaftHx4dYwokRkztQGxpyQT8,"310 WEST 81ST STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7857624,-73.9809713,2,10024,OK,premise
665,ROOFTOP,"310 W 82nd St, New York, NY 10024, USA",ChIJ8yYprIdYwokRDngK6E-rvRY,"310 WEST 82ND STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7863978,-73.98042029999999,2,10024,OK,premise
666,ROOFTOP,"332 W 83rd St, New York, NY 10024, USA",ChIJGXvtD4dYwokRCydS_uS7JzM,"332 WEST 83RD STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7874399,-73.980847,2,10024,OK,street_address
667,ROOFTOP,"175 W 87th St, New York, NY 10024, USA",ChIJscstgIRYwokRJESvy8ebUX8,"175 WEST 87TH STREET, Upper West Side (79-96), Manhattan, NY, USA",40.7883213,-73.97404379999999,1,10024,OK,"establishment,point_of_interest"
668,RANGE_INTERPOLATED,"221 W 85th St, New York, NY 10024, USA",EiYyMjEgVyA4NXRoIFN0LCBOZXcgWW9yaywgTlkgMTAwMjQsIFVTQSIbEhkKFAoSCdmJJj2EWMKJEanD7YQkswhcEN0B,"221 WEST 85TH STREET, 11F, Upper West Side (79-96), Manhattan, NY, USA",40.78763,-73.9764756,3,10024,OK,street_address
669,ROOFTOP,"213 W 85th St, New York, NY 10024, USA",ChIJ6QC_F4RYwokRRCL6FCQeXAg,"213 WEST 85TH ST, Upper West Side (79-96), Manhattan, NY, USA",40.7875739,-73.9762765,2,10024,OK,premise
670,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 12A, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
671,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 6C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
672,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 3A, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
673,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 3B, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
674,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 8C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
675,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 7C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
676,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 9C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
677,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 4C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,3,10024,OK,street_address
678,ROOFTOP,"269 W 87th St, New York, NY 10024, USA",ChIJMfFu-4NYwokRV3uDPRtR--Q,"269 WEST 87 STREET, 2C, Upper West Side (79-96), Manhattan, NY, USA",40.7893111,-73.9767066,2,10024,OK,street_address
679,ROOFTOP,"574 Amsterdam Ave, New York, NY 10024, USA",ChIJMS8_g4NYwokRP00b06jqY7k,"574 AMSTERDAM AVENUE, Upper West Side (79-96), Manhattan, NY, USA",40.78895079999999,-73.97431879999999,2,10024,OK,street_address
680,ROOFTOP,"2463 Broadway, New York, NY 10025, USA",ChIJzY5zXoJYwokR5D3Hst7QGFI,"2463 BROADWAY, Upper West Side (79-96), Manhattan, NY, USA",40.7918191,-73.974394,3,10025,OK,premise
681,ROOFTOP,"321 W 104th St, New York, NY 10025, USA",ChIJEfPAbyX2wokRFhe73AqtIkk,"321 WEST 104, Upper West Side (96-116), Manhattan, NY, USA",40.80093129999999,-73.97039939999999,2,10025,OK,premise
682,ROOFTOP,"352 Riverside Dr, New York, NY 10025, USA",ChIJPzL0zzr2wokRY5kUAleo7Lk,"352 RIVERSIDE DRIVE, Upper West Side (96-116), Manhattan, NY, USA",40.8031099,-73.969117,2,10025,OK,street_address
683,ROOFTOP,"107 W 105th St, New York, NY 10025, USA",ChIJ-yv0oSP2wokRBIIELgWoBCY,"107 WEST 105 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.7989247,-73.9638791,2,10025,OK,premise
684,ROOFTOP,"166 W 107th St, New York, NY 10025, USA",ChIJxzGtQiP2wokRs8CYT_aQGA0,"166 WEST 107 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.8006007,-73.96468270000001,2,10025,OK,premise
685,ROOFTOP,"981 Amsterdam Ave, New York, NY 10025, USA",ChIJyXztTCP2wokRvtRSfiBre7g,"981 AMSTERDAM AVENUE, Upper West Side (96-116), Manhattan, NY, USA",40.8017139,-73.96437,2,10025,OK,street_address
686,ROOFTOP,"788 West End Ave, New York, NY 10025, USA",ChIJjXxLmCj2wokRzj_Ii6IDGH8,"788 WEST END AVENUE, Upper West Side (96-116), Manhattan, NY, USA",40.7966715,-73.9718342,2,10025,OK,premise
687,ROOFTOP,"932 Amsterdam Ave, New York, NY 10025, USA",ChIJ-XNpkCT2wokRefMxEDx4v-Q,"932 AMSTERDAM AVENUE, Upper West Side (96-116), Manhattan, NY, USA",40.80043999999999,-73.9661291,2,10025,OK,street_address
688,ROOFTOP,"934 Amsterdam Ave, New York, NY 10025, USA",ChIJmQ-GkCT2wokRuTbYD9KZwZQ,"934 AMSTERDAM AVENUE, Upper West Side (96-116), Manhattan, NY, USA",40.80043999999999,-73.9661291,2,10025,OK,premise
689,ROOFTOP,"314 W 101st St, New York, NY 10025, USA",ChIJA4dVVy_2wokRdGWtLGazY0o,"314 WEST 101 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.7985478,-73.9716047,2,10025,OK,premise
690,ROOFTOP,"320 W 101st St, New York, NY 10025, USA",ChIJn2djWi_2wokR9405Eblof00,"320 WEST 101 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.7986092,-73.97176540000001,2,10025,OK,premise
691,ROOFTOP,"321 W 105th St, New York, NY 10025, USA",ChIJdV0EQSX2wokR4PlU2ak5lAU,"321 WEST 105 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.8015779,-73.9699976,2,10025,OK,premise
692,ROOFTOP,"317 W 108th St, New York, NY 10025, USA",ChIJY0MTITv2wokRWDabbec9vE4,"317 WEST 108TH STREET, Upper West Side (96-116), Manhattan, NY, USA",40.8033726,-73.9680491,2,10025,OK,street_address
693,ROOFTOP,"107 W 109th St, New York, NY 10025, USA",ChIJI2B0Kz32wokR-3fusG0l1Ms,"107 WEST 109 STREET, Upper West Side (96-116), Manhattan, NY, USA",40.8016909,-73.96218019999999,2,10025,OK,premise
694,ROOFTOP,"1 Morningside Dr, New York, NY 10025, USA",ChIJRcjxOT32wokR9QI_21QACNs,"1 MORNINGSIDE DRIVE, Upper West Side (96-116), Manhattan, NY, USA",40.8024385,-73.9615998,1,10025,OK,"establishment,point_of_interest,real_estate_agency"
